"","NAME","ADDRESS","CITY","COUNTY","FIPS","X","Y"
"3598","FARMACIA SAN NICHOLAS","1265 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.9376851,40.8444759
"3599","S BROS PHARMACY","176 LEE AVENUE","BROOKLYN","KINGS",36047,-73.9565838,40.7024828
"3600","MEDINA PHARMACY INCORPORATED","5721 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0146549,40.6406492
"3601","DOWNTOWN PHARMACY","170 WILLIAM STREET","NEW YORK","NEW YORK",36061,-74.0050109,40.7103043
"3602","GLOBAL CARE PHARMACY INCORPORATED","5905 8TH AVENUE","BROOKLYN","KINGS",36047,-74.0089688,40.6357963
"3603","RITE AID - 3771","87-89 AVENUE D","NEW YORK","NEW YORK",36061,-73.9769054,40.7229565
"3604","RITE AID - 10560","657 HILLSIDE AVENUE","NEW HYDE PARK","NASSAU",36059,-73.698803,40.7419829
"3605","LANE DRUGS","4623 13TH AVENUE","BROOKLYN","KINGS",36047,-73.9905961,40.6360875
"3606","NAYOSHA PHARMACY","755 EAST 149TH STREET","BRONX","BRONX",36005,-73.9078822,40.8131938
"3607","WESTSIDE PHARMACY","210 AVENUE U","BROOKLYN","KINGS",36047,-73.9761794,40.5963943
"3608","5 STAR PHARMACY AND SURGICAL SUPPLIES","2604 3RD AVENUE","BRONX","BRONX",36005,-73.9252584,40.8119244
"3609","NORDEN DRUGS","79-01 MAIN STREET","FLUSHING","QUEENS",36081,-73.8172102,40.7186661
"3610","MED SCRIPT PHARMACY","83-42 PARSONS BOULEVARD","JAMAICA","QUEENS",36081,-73.8077571,40.7145244
"3611","STAT RX PHARMACY INCORPORATED","235 EAST 167TH STREET","BRONX","BRONX",36005,-73.9151115,40.8339041
"3612","HEALTH INSURANCE PLAN PHARMACY SERVICES","2300 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.847977,40.8349922
"3613","DUANE READE","17 BATTERY PLACE","NEW YORK","NEW YORK",36061,-74.0162157,40.7052516
"3614","RITE AID - 7759","1033 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.9401864,40.8359767
"3615","BROOK MEDICAL PHARMACY","582 5TH AVENUE","BROOKLYN","KINGS",36047,-73.9903355,40.66472
"3616","S AND K PHARMACY","373 NEPTUNE AVENUE","BROOKLYN","KINGS",36047,-73.9667045,40.5806925
"3617","MAXEMMA PHARMACY","1570 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.8766387,40.8286766
"3618","ICORE HEALTHCARE","31-75 23RD STREET","ASTORIA","QUEENS",36081,-73.9299196,40.7646249
"3619","WALGREENS - 1214","1328 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9588104,40.7676802
"3620","WEST CASTLE PHARMACY","2197 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.8522609,40.8343399
"3621","MA FEINBERGS PHARMACY","2021 GRAND CONCOURSE","BRONX","BRONX",36005,-73.9045366,40.8519806
"3622","RITE AID - 4954","7812 FLATLANDS AVENUE","BROOKLYN","KINGS",36047,-73.9139434,40.6344113
"3623","MEDI-SPACE DRUGS","41-39 MAIN STREET","FLUSHING","QUEENS",36081,-73.828816,40.7573312
"3624","THE MODERN CHEMIST","1630 CONEY ISLAND AVENUE","BROOKLYN","KINGS",36047,-73.9641461,40.6178394
"3625","SJS PHARMACY INCORPORATED","105 EAST BURNSIDE AVENUE","BRONX","BRONX",36005,-73.9051658,40.8532047
"3626","DUNBAR PHARMACY","2580 7TH AVENUE","NEW YORK","NEW YORK",36061,-73.9374253,40.824417
"3627","RITE AID - 4679","2819 CHURCH AVENUE","BROOKLYN","KINGS",36047,-73.9506448,40.6510449
"3628","SIMELSON PHARMACY","765 MORRIS PARK AVENUE","BRONX","BRONX",36005,-73.8637181,40.8459593
"3629","BUY-RITE PHARMACY IV","215-7 GRAND STREET","NEW YORK","NEW YORK",36061,-73.9960821,40.7187035
"3630","RITE AID - 3869","1791 UTICA AVENUE","BROOKLYN","KINGS",36047,-73.9276229,40.6289603
"3631","QUALI MED PHARMACY","2272 86TH STREET","BROOKLYN","KINGS",36047,-73.9921572,40.600686
"3632","IVAN PHARMACY","691 COLUMBUS AVENUE","NEW YORK","NEW YORK",36061,-73.9684102,40.7910792
"3633","161 STREET PHARMACY INCORPORATED","275 EAST 161ST STREET","BRONX","BRONX",36005,-73.9179742,40.8256524
"3634","VETERANS AFFAIRS HUDSON VALLEY HEALTH CARE SYSTEM","2094 ALBANY POST ROAD","MONTROSE","WESTCHESTER",36119,-73.9297133,41.2390088
"3635","OPTIMA PHARMACY","91-01 37TH AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.8758294,40.7508327
"3636","MORISSANIA DIAGNOSTIC AND TREATMENT CENTER","1225 GERARD AVENUE","BRONX","BRONX",36005,-73.9202309,40.8362706
"3637","PHARMACIA POPULAR INCORPORATED","17 MARCUS GARVEY BOULEVARD","BROOKLYN","KINGS",36047,-73.9410191,40.6991924
"3638","DUANE READE","99 JOHN STREET","NEW YORK","NEW YORK",36061,-74.0060115,40.7080608
"3639","STARHILL PHARMACY","115 FEATHERBED LANE","BRONX","BRONX",36005,-73.9189167,40.8463663
"3640","DUANE READE","322 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.996643,40.7472103
"3641","RITE AID - 3429","1540 GRAND CONCOURSE","BRONX","BRONX",36005,-73.9119337,40.8419163
"3642","NEW PELHAM PARKWAY PHARMACY","2133 WILLIAMSBRIDGE ROAD","BRONX","BRONX",36005,-73.8560154,40.856148
"3643","RITE AID - 10582","237-241 AVENUE U","BROOKLYN","KINGS",36047,-73.9753945,40.5969797
"3644","GRASSY SPRAIN LONGTERM CARE","1567 CENTRAL PARK AVENUE","YONKERS","WESTCHESTER",36119,-73.844183,40.9527502
"3645","QUEENS PHARMACY","97-30 64TH ROAD","REGO PARK","QUEENS",36081,-73.8583333,40.7293914
"3646","DUANE READE","661 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.9899129,40.7575748
"3647","UNITY DRUGS","772 GRAND STREET","BROOKLYN","KINGS",36047,-73.9423302,40.7116134
"3648","WALGREENS - 1013","5564 BROADWAY","BRONX","BRONX",36005,-73.9046898,40.8785513
"3649","SUPER STOP AND SHOP - 0523","475 STATE ROUTE 17M","MONROE","ORANGE",36071,-74.1749874,41.317042
"3650","DUANE READE","2407 BROADWAY","NEW YORK","NEW YORK",36061,-73.9756537,40.7898363
"3651","OVAL PHARMACY","255 EAST GUN HILL ROAD","BRONX","BRONX",36005,-73.8756314,40.8800197
"3652","AUSTRA LINE PHARMACY INCORPORATED","5916 GLENWOOD ROAD","BROOKLYN","KINGS",36047,-73.9192314,40.6340235
"3653","RITE AID - 3766","5901 BAY PARKWAY","BROOKLYN","KINGS",36047,-73.9777224,40.6169403
"3654","WALGREENS - 7627","3575 BOSTON ROAD","BRONX","BRONX",36005,-73.8440651,40.8788864
"3655","H2 PHARMACY","38-09 MAIN STREET","FLUSHING","QUEENS",36081,-73.8303665,40.7606649
"3656","DRUG MART CORPORATION","1959 WESTCHESTER AVENUE","BRONX","BRONX",36005,-73.8588386,40.8336652
"3657","DUANE READE","976 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9648414,40.8020164
"3658","FAMILY PHARMACY AND SURGICAL SUPPLY","2754 3RD AVENUE","BRONX","BRONX",36005,-73.9203865,40.8144188
"3659","WALGREENS - 12309","2504 EASTCHESTER ROAD","BRONX","BRONX",36005,-73.843102,40.8629755
"3660","DUANE READE","4 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9876888,40.7706795
"3661","OZ PHARMACY","322 EAST 149TH STREET","BRONX","BRONX",36005,-73.9208174,40.8166707
"3662","NORTHSIDE PHARMACY","182 BEDFORD AVENUE","BROOKLYN","KINGS",36047,-73.9579754,40.7178432
"3663","DUANE READE","378 6TH AVENUE","NEW YORK","NEW YORK",36061,-73.9996673,40.7329727
"3664","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","QUEENS",36081,-73.8043993,40.7169247
"3665","RITE AID - 4269","6201-23 FOURTH AVENUE","BROOKLYN","KINGS",36047,-74.0197134,40.6391428
"3666","CORDETTE DRUG CORPORATION","52 WEST 39TH STREET","NEW YORK","NEW YORK",36061,-73.9846543,40.7523546
"3667","AMATO PHARMACY","619 EAST 187TH STREET","BRONX","BRONX",36005,-73.8868837,40.8553904
"3668","TOWN DRUG AT BROADWAY","4785 BROADWAY","NEW YORK","NEW YORK",36061,-73.9263626,40.8661563
"3669","RITE AID - 543","5224 FIFTH AVENUE","BROOKLYN","KINGS",36047,-74.0121125,40.643737
"3670","GRABELS PHARMACY","140 LOCKWOOD AVENUE","NEW ROCHELLE","WESTCHESTER",36119,-73.7906649,40.9130835
"3671","ALLERTON PARK PHARMACY","645 ALLERTON AVENUE","BRONX","BRONX",36005,-73.8694312,40.8657275
"3672","SAINT VINCENT'S HOSPITAL WESTCHESTER","275 NORTH STREET","HARRISON","WESTCHESTER",36119,-73.709314,40.9889592
"3673","DUANE READE","1052 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9624662,40.7585198
"3674","HEALTH MAX PHARMACY","5313 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0121938,40.6429936
"3675","LENOX PHARMACY","27 MALCOLM X BOULEVARD","NEW YORK","NEW YORK",36061,-73.9521135,40.7992907
"3676","WHITE PLAINS ROAD PHARMACY INCORPORATED","1211 WHITE PLAINS ROAD","BRONX","BRONX",36005,-73.8621179,40.8308263
"3677","SAV MOR DRUGS","175 SOUTH RIVERSIDE AVENUE","CROTON ON HUDSON","WESTCHESTER",36119,-73.8861119,41.2018564
"3678","THE DRUG STORE","5214 16TH AVENUE","BROOKLYN","KINGS",36047,-73.9877689,40.6291361
"3679","PORT MORRIS PHARMACY","800 EAST 138TH STREET","BRONX","BRONX",36005,-73.9106622,40.8036652
"3680","LANGDALE DRUG AND SURGICAL SUPPLY","271-03 80TH AVENUE","NEW HYDE PARK","QUEENS",36081,-73.7012944,40.7471576
"3681","DUANE READE","164 KENT AVENUE","BROOKLYN","KINGS",36047,-73.9633703,40.7190314
"3682","MYRTLE PHARMACY INCORPORATED","446A MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.9676152,40.6930831
"3683","NAPOLITANO PHARMACY","335 GRAHAM AVENUE","BROOKLYN","KINGS",36047,-73.9445968,40.7143803
"3684","DUANE READE","893 MANHATTAN AVENUE","BROOKLYN","KINGS",36047,-73.954386,40.7299871
"3685","GST PHARMACY","669 GRAND STREET","BROOKLYN","KINGS",36047,-73.9457807,40.7116574
"3686","DUANE READE","161 EAST 23RD STREET","NEW YORK","NEW YORK",36061,-73.9832955,40.7391603
"3687","HEALTHSOURCE PHARMACY","120 EAST 34TH STREET","NEW YORK","NEW YORK",36061,-73.9804924,40.7463847
"3688","PARK WEST PHARMACY","463 COLUMBUS AVENUE","NEW YORK","NEW YORK",36061,-73.9736526,40.7839464
"3689","BIOMED DRUGS AND SURGICAL SUPPLY COMPANY INCORPORATED","50 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9891625,40.730975
"3690","SANTA MARIA PHARMACY","1328 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.9356816,40.8462793
"3691","ELLIOTT PHARMACY","250 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9845041,40.7373209
"3692","BLOCK DRUG STORES","101 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9888078,40.7274079
"3693","JEWISH HOME LIFECARE","120 WEST 106TH STREET","NEW YORK","NEW YORK",36061,-73.96407,40.7994466
"3694","RITE AID - 10531","195 8TH AVENUE","NEW YORK","NEW YORK",36061,-74.0001418,40.7434018
"3695","MANNINGS PHARMACY CORPORATION","13 ELIZABETH STREET","NEW YORK","NEW YORK",36061,-73.9975589,40.7159293
"3696","CVS - 2413","35-26 FRANCIS LEWIS BOULEVARD","FLUSHING","QUEENS",36081,-73.7876862,40.7635862
"3697","THE MODERN CHEMIST","189 7TH AVENUE","BROOKLYN","KINGS",36047,-73.9779052,40.670905
"3698","STARSIDE DRUGS","41-15 KISSENA BOULEVARD","FLUSHING","QUEENS",36081,-73.8288463,40.7583003
"3699","ASZ DRUG CORP","121 AVENUE U","BROOKLYN","KINGS",36047,-73.9798735,40.5964446
"3700","RITE AID - 4428","186-16 UNION TURNPIKE","FLUSHING","QUEENS",36081,-73.7818798,40.7286994
"3701","RITE AID - 4868","71-18 KISSENA BOULEVARD","FLUSHING","QUEENS",36081,-73.8155216,40.7291273
"3702","TRIPHARM DRUG INCORPORATED","200 PORT RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1347076,40.6364191
"3703","DUANE READE","41-63 KISSENA BOULEVARD","FLUSHING","QUEENS",36081,-73.8268874,40.7577592
"3704","RICHMOND PHARMACY AND SURGICALS","1796 CLOVE ROAD","STATEN ISLAND","RICHMOND",36085,-74.090805,40.6082539
"3705","BRONX-LEBANON HOSPITAL CENTER PHARMACY","1276 FULTON AVENUE","BRONX","BRONX",36005,-73.9032563,40.8315379
"3706","WALGREENS - 2257","1973 FOREST AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1549359,40.6261777
"3707","NUCARE PHARMACY AND SURGICAL","1789 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9466557,40.7811253
"3708","RITE AID - 10536","1360 HYLAN BOULEVARD","STATEN ISLAND","RICHMOND",36085,-74.0857454,40.5952455
"3709","FROST PHARMACY","86-52 QUEENS BOULEVARD","ELMHURST","QUEENS",36081,-73.876469,40.7354633
"3710","PATHMARK","2730 ARTHUR KILL ROAD","STATEN ISLAND","RICHMOND",36085,-74.2228074,40.5486502
"3711","KIOSK PHARMACY","41-01 KISSENA BOULEVARD","FLUSHING","QUEENS",36081,-73.8291734,40.7585025
"3712","CVS - 6050","1654 RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1634855,40.6083631
"3713","RAINDEW FAMILY CENTERS AND PHARMACY","35-15 FRANCIS LEWIS BOULEVARD","FLUSHING","QUEENS",36081,-73.7866506,40.7640436
"3714","WALGREENS - 1598","1579 FOREST AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1404668,40.6248781
"3715","RAINDEW FAMILY CENTERS AND PHARMACY","25-39 PARSONS BOULEVARD","FLUSHING","QUEENS",36081,-73.8234269,40.7759292
"3716","SHOPRITE","985 RICHMOND AVENUE","STATEN ISLAND","RICHMOND",36085,-74.1485625,40.6228181
"3717","JULIE PHARMACY","104-01 NORTHERN BOULEVARD","CORONA","QUEENS",36081,-73.8646044,40.7579138
"3718","NOSTRAND HOUSES PHARMACY","3031 AVENUE V","BROOKLYN","KINGS",36047,-73.9371966,40.5989568
"3719","WALGREENS - 1487","104-25 QUEENS BOULEVARD","FOREST HILLS","QUEENS",36081,-73.8479805,40.7239993
"3720","DUANE READE","16 COURT STREET","BROOKLYN","KINGS",36047,-73.9908608,40.6936037
"3721","KINGSBORO PHARMACY","868 DEKALB AVENUE","BROOKLYN","KINGS",36047,-73.9412729,40.6922975
"3722","BIO PLUS PHARMACY","13502 ROOSEVELT AVENUE","FLUSHING","QUEENS",36081,-73.8316749,40.7588563
"3723","DUANE READE","200 WATER STREET","NEW YORK","NEW YORK",36061,-74.0047227,40.7074103
"3724","SHALOM PHARMACY","72-48 MAIN STREET","FLUSHING","QUEENS",36081,-73.8215166,40.7253623
"3725","DUANE READE","80 MAIDEN LANE","NEW YORK","NEW YORK",36061,-74.0077825,40.707104
"3726","MEDICAL HALL PHARMACY","108-15 QUEENS BOULEVARD","FOREST HILLS","QUEENS",36081,-73.8431107,40.7214908
"3727","CVS - 2061","1797 DUTCH BROADWAY","ELMONT","NASSAU",36059,-73.7094733,40.6895919
"3728","DUANE READE","107-16 CONTINENTAL AVENUE","FOREST HILLS","QUEENS",36081,-73.8441599,40.7204389
"3729","GATES AND GARVEY PHARMACY","276 MARCUS GARVEY BOULEVARD","BROOKLYN","KINGS",36047,-73.9392261,40.6876948
"3730","RITE AID - 3984","82-13 37TH AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.8837856,40.750064
"3731","CVS - 2365","640 FRANKLIN AVENUE","FRANKLIN SQUARE","NASSAU",36059,-73.685496,40.6910847
"3732","BROADWAY PHARMACY","88-08 55TH AVENUE","ELMHURST","QUEENS",36081,-73.8754109,40.7358865
"3733","WALGREENS - 7057","730 FRANKLIN AVENUE","FRANKLIN SQUARE","NASSAU",36059,-73.6867399,40.6888454
"3734","SANTA FE PHARMACY","88-31 37TH AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.8779742,40.7505717
"3735","KENSINGTON PHARMACY","309 CHURCH AVENUE","BROOKLYN","KINGS",36047,-73.9771561,40.6439486
"3736","THREE J'S PHARMACY","90-12 ELMHURST AVENUE","JACKSON HEIGHTS","QUEENS",36081,-73.875861,40.7487149
"3737","PERLA PHARMACY","1000 1ST AVENUE","NEW YORK","NEW YORK",36061,-73.9636989,40.7567957
"3738","PATHMARK","160 EAST 125TH STREET","NEW YORK","NEW YORK",36061,-73.9371093,40.803809
"3739","CVS - 2457","320 5TH AVENUE","NEW YORK","NEW YORK",36061,-73.9856471,40.7474061
"3740","RITE AID - 2727","1510 SAINT NICHOLAS AVENUE","NEW YORK","NEW YORK",36061,-73.9313625,40.8520671
"3741","RITE AID - 4185","3539 BROADWAY","NEW YORK","NEW YORK",36061,-73.9509948,40.826395
"3742","CVS - 2144","1396 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9578925,40.7689255
"3743","J W EMBASSY CORPORATION","200 WEST 145TH STREET","NEW YORK","NEW YORK",36061,-73.9395702,40.8216439
"3744","MEDILANE DRUGS","227 AVENUE B","NEW YORK","NEW YORK",36061,-73.9780162,40.7291621
"3745","DUANE READE","270 MADISON AVENUE","NEW YORK","NEW YORK",36061,-73.9808753,40.7512601
"3746","DUANE READE","333 7TH AVENUE","NEW YORK","NEW YORK",36061,-73.9927869,40.7474299
"3747","WALGREENS - 12474","353 WEST 57TH STREET","NEW YORK","NEW YORK",36061,-73.9849779,40.7679322
"3748","AJANTA PHARMACY","2718 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.9419913,40.8223985
"3749","DRUG MART","5203 BROADWAY","BRONX","NEW YORK",36061,-73.9099729,40.8748019
"3750","DUANE READE","777 6TH AVENUE","NEW YORK","NEW YORK",36061,-73.9914464,40.7452404
"3751","DUANE READE","979 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9665673,40.7609792
"3752","DUANE READE","721 9TH AVENUE","NEW YORK","NEW YORK",36061,-73.9895383,40.7630785
"3753","DUANE READE","315 WEST 23RD STREET","NEW YORK","NEW YORK",36061,-73.9991102,40.7458226
"3754","GOODRICH PHARMACY","104 WEST 70TH STREET","NEW YORK","NEW YORK",36061,-73.9802401,40.7761613
"3755","DUANE READE","2589 BROADWAY","NEW YORK","NEW YORK",36061,-73.9712797,40.795887
"3756","DUANE READE","852 2ND AVENUE","NEW YORK","NEW YORK",36061,-73.9701773,40.7520074
"3757","DUANE READE","1470 BROADWAY","NEW YORK","NEW YORK",36061,-73.9857116,40.7560236
"3758","ELMHURST PHARMACY","75-23 BROADWAY","ELMHURST","QUEENS",36081,-73.8894861,40.7460662
"3759","TARGET","8801 QUEENS BOULEVARD","ELMHURST","QUEENS",36081,-73.8743873,40.7357464
"3760","WELL CARE PHARMACY","42-83 MAIN STREET","FLUSHING","QUEENS",36081,-73.8269889,40.7531428
"3761","C K PHARMACY","42-13 MAIN STREET","FLUSHING","QUEENS",36081,-73.8277421,40.7550195
"3762","RITE AID - 1323","383 NORTH CENTRAL AVENUE","HARTSDALE","WESTCHESTER",36119,-73.7899549,41.0310153
"3763","NEIGHBORHOOD PHARMACY","625B EAST 137TH STREET","BRONX","BRONX",36005,-73.9158868,40.8054354
"3764","SISTO PHARMACY","675 GRAND STREET","BROOKLYN","KINGS",36047,-73.945391,40.7117097
"3765","BOWEN PHARMACY INCORPORATED","881 10TH AVENUE","NEW YORK","NEW YORK",36061,-73.9886325,40.7694922
"3766","EURO CHEMIST","669 MANHATTAN AVENUE","BROOKLYN","KINGS",36047,-73.9515563,40.7246961
"3767","QUICK RX PHARMACY","157 WEST 124TH STREET","NEW YORK","NEW YORK",36061,-73.9479793,40.808175
"3768","BRONX PHARMACY","690A MELROSE AVENUE","BRONX","BRONX",36005,-73.9159338,40.8196606
"3769","AVENUE PHARMACY","12-15 40TH AVENUE","LONG ISLAND CITY","QUEENS",36081,-73.9419944,40.7558417
"3770","DUANE READE","13 EAST KINGSBRIDGE ROAD","BRONX","BRONX",36005,-73.8968689,40.867566
"3771","CVS - 1233","2444 BOSTON POST ROAD","LARCHMONT","WESTCHESTER",36119,-73.7644921,40.9218359
"3772","SHOPRITE","278 TUCKAHOE ROAD","YONKERS","WESTCHESTER",36119,-73.8587111,40.9533636
"3773","WALGREENS - 11172","1371 METROPOLITAN AVENUE","BRONX","BRONX",36005,-73.8613643,40.8350345
"3774","WALGREENS - 5074","55 WESTCHESTER SQUARE","BRONX","BRONX",36005,-73.8430218,40.8416222
"3775","DRUG DEPOT CORPORATION","619 EAST 169TH STREET","BRONX","BRONX",36005,-73.90159,40.8317985
"3776","QUICK RX PHARMACY","1875 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.941213,40.7989393
"3777","RITE AID - 10541","5825-35 BROADWAY","BRONX","BRONX",36005,-73.9008333,40.8854644
"3778","CHATEAU DRUG AND HOMECARE","181 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9830765,40.7761168
"3779","WEST SIDE PHARMACY","255 COLUMBUS AVENUE","NEW YORK","NEW YORK",36061,-73.9787449,40.7770795
"3780","VLV MED PHARMACY","4085 BROADWAY","NEW YORK","NEW YORK",36061,-73.9393471,40.8443253
"3781","ALL HEALTH PHARMACY","118 MOTT STREET","NEW YORK","NEW YORK",36061,-73.9968675,40.7180114
"3782","BRISELY PHARMACY","4229 BROADWAY","NEW YORK","NEW YORK",36061,-73.9370238,40.8492485
"3783","RIDGEWOOD PHARMACY","66-38 GRAND AVENUE","MASPETH","QUEENS",36081,-73.8973812,40.7245286
"3784","JORGE HEALTH MART PHARMACY","101 SHERMAN AVENUE","NEW YORK","NEW YORK",36061,-73.925013,40.8637441
"3785","DRUG MART","1631 YORK AVENUE","NEW YORK","NEW YORK",36061,-73.9474361,40.7758725
"3786","DYCKMAN PHARMACY","199 DYCKMAN STREET","NEW YORK","NEW YORK",36061,-73.9264518,40.8647634
"3787","BROADWAY DOWNTOWN PHARMACY INCORPORATED","373 BROADWAY","NEW YORK","NEW YORK",36061,-74.0034136,40.7178426
"3788","CVS - 601","272 8TH AVENUE","NEW YORK","NEW YORK",36061,-73.9978337,40.7457013
"3789","LENDA PHARMACY INCORPORATED","3397 BROADWAY","NEW YORK","NEW YORK",36061,-73.954059,40.8219698
"3790","FARMACIA HONEWELL INCORPORATED","882 EAST 180TH STREET","BRONX","BRONX",36005,-73.882772,40.8449639
"3791","FAIRVIEW PHARMACY","4478 BROADWAY","NEW YORK","NEW YORK",36061,-73.9319439,40.8573259
"3792","DUANE READE","873 BROADWAY","NEW YORK","NEW YORK",36061,-73.9903822,40.738096
"3793","GOUVERNEUR HEALTHCARE SERVICES","227 MADISON STREET","NEW YORK","NEW YORK",36061,-73.9875988,40.7131441
"3794","PATHMARK","300 WEST 145TH STREET","NEW YORK","NEW YORK",36061,-73.9423135,40.8227631
"3795","CVS - 5772","1500 LEXINGTON AVENUE","NEW YORK","NEW YORK",36061,-73.9507358,40.7865149
"3796","GRAND BUY PHARMACY INCORPORATED","4717 8TH AVENUE","BROOKLYN","KINGS",36047,-74.0021448,40.6423069
"3797","PRINCESS RX","2061 ATLANTIC AVENUE","BROOKLYN","KINGS",36047,-73.9124296,40.6766178
"3798","SLOPE DRUGS AND SURGICAL SUPPLY","406 5TH AVENUE","BROOKLYN","KINGS",36047,-73.9855644,40.670358
"3799","MISHKIN PHARMACY","1153 BROADWAY","BROOKLYN","KINGS",36047,-73.9283107,40.6932564
"3800","PETERS PHARMACY AND VITAMINS INCORPORATED","652 AMSTERDAM AVENUE","NEW YORK","NEW YORK",36061,-73.9726307,40.7914546
"3801","RITE AID - 10585","2064 MILL AVENUE","BROOKLYN","KINGS",36047,-73.9143798,40.6154432
"3802","MINH PHARMACY INCORPORATED","207 GRAND STREET","NEW YORK","NEW YORK",36061,-73.9963537,40.7188172
"3803","VALUE MED PHARMACY","87 AVENUE O","BROOKLYN","KINGS",36047,-73.9818163,40.6106268
"3804","TYKA HOLDINGS","173 CANAL STREET","NEW YORK","NEW YORK",36061,-73.9971793,40.7168612
"3805","OCEAN U PHARMACY","2001 AVENUE U","BROOKLYN","KINGS",36047,-73.9512192,40.5995762
"3806","QUICK RX PHARMACY","11 EDWARD M MORGAN PLACE","NEW YORK","NEW YORK",36061,-73.9451072,40.834638
"3807","FENIX PHARMACEUTICAL SERVICES","341 KNICKERBOCKER AVENUE","BROOKLYN","KINGS",36047,-73.9220676,40.7011199
"3808","EAST 174TH STREET PHARMACY","932 EAST 174TH STREET","BRONX","BRONX",36005,-73.8872174,40.836963
"3809","RUBINO PHARMACY","6602 17TH AVENUE","BROOKLYN","KINGS",36047,-73.9933884,40.6199653
"3810","STELLA'S PHARMACY","8722 GLENWOOD ROAD","BROOKLYN","KINGS",36047,-73.9090636,40.6405428
"3811","DUANE READE","305 BROADWAY","NEW YORK","NEW YORK",36061,-74.0055418,40.7155178
"3812","FLATBUSH PHARMACY INCORPORATED","2134 BEVERLEY ROAD","BROOKLYN","KINGS",36047,-73.9576544,40.6444512
"3813","RITE-CARE PHARMACY","677 4TH AVENUE","BROOKLYN","KINGS",36047,-73.9955022,40.6624542
"3814","DUANE READE","459 BROADWAY","NEW YORK","NEW YORK",36061,-74.001025,40.7208746
"3815","PARKER MEGNA PHARMACY","5124 5TH AVENUE","BROOKLYN","KINGS",36047,-74.0115825,40.6441706
"3816","WYCKOFF'S CORNER PHARMACY","205 COURT STREET","BROOKLYN","KINGS",36047,-73.9934798,40.6869623
"3817","DUANE READE","1279 3RD AVENUE","NEW YORK","NEW YORK",36061,-73.9594547,40.7707502
"3818","ROSE PHARMACY INCORPORATED","1074 LIBERTY AVENUE","BROOKLYN","KINGS",36047,-73.8695776,40.6781299
"3819","PROSPECT DRUGS","94 GREENE AVENUE","BROOKLYN","KINGS",36047,-73.9682528,40.6862612
"3820","NEIGHBORHOOD FRIENDLY PHARMACY","712 MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.9547952,40.6945638
"3821","MYRTLE AVENUE PHARMACY","1454 MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.9166693,40.6988335
"3822","EAST NEW YORK DIAGNOSTIC TREATMENT CENTER PHARMACY","2094 PITKIN AVENUE","BROOKLYN","KINGS",36047,-73.8953382,40.6717564
"3823","WALGREENS - 6160","350 5TH AVENUE","NEW YORK","NEW YORK",36061,-73.9851799,40.7480395
"3824","POWELLS PHARMACY","7517 3RD AVENUE","BROOKLYN","KINGS",36047,-74.0277396,40.6309494
"3825","HEALTH POINT DRUGS INCORPORATED","392 MYRTLE AVENUE","BROOKLYN","KINGS",36047,-73.9703023,40.6929357
"3826","COMPASHIONE PHARMACY INCORPORATED","5002 4TH AVENUE","BROOKLYN","KINGS",36047,-74.0128688,40.6465085
"3827","STAR DRUGS","922 PENNSYLVANIA AVENUE","BROOKLYN","KINGS",36047,-73.8886285,40.6544982
"3828","METROPHARM INCORPORATED","92 BAXTER STREET","NEW YORK","NEW YORK",36061,-74.0001115,40.7170446
